issu
10
7
3
115
2
12
2
39
10
4
1
7
3
16
3
61
2
3
7
49
18
1
1
18
25
1
48
1
1
1
1
6
1
2
1
1
2
13
1
90
13
5
1
10
1
22
1
19
2
2
39
13
20
27
10
3
1
3
7
1
3
7
1
1
20
2
103
3
196
2
22
14
41
3
1
1
31
3
1
1
37
1
2
3
32
9
8
1
2
7
1
11
3
2
1
4
3
1
2
440
1
5
1
10
9
3
1
1
15
11
4
1
11
1
21
2
1
3
1
1
8
10
1
136
2
1
1
8
25
14
404
17
2
10
2
2
4
13
3
10
1
1
11
1
8
2
1
3
2
1
2
2
1
103
23
3
4
1
1
1
9
1
1
4
3
1
1
4
3
21
24
1
1
2
1
6
1
1
12
1
2
2
12
1
5
1
4
3
7
1
1
1
84
5
1
7
11
3
1
1
11
9
1
1
3
1
1
2
1
1
3
1
1
31
25
13
6
11
6
10
3
3
2
2
1
2
2
1
13
81
2
1
4
1
1
1
84
2
1
1
13
1
7
1
3
12
10
2
2
2
1
15
1
1
4
11
15
1
4
1
3
8
5
1
1
1
1
2
5
4
1
10
1
1
1
1
2
1
1
71
2
13
1
16
1
1
1
2
1
7
1
6
1
2
8
1
1
1
1
1
4
1
12
2
1
1
1
1
2
1
17
5
1
1
5
1
1
1
2
1
5
1
1
7
10
3
1
4
6
1
1
2
4
1
15
1
1
2
1
20
5
3
1
1
1
1
1
1
2
1
1
1
4
1
2
4
1
3
2
317
1
12
2
3
1
6
1
1
1
2
3
50
1
1
11
3
11
12
2
1
2
2
1
1
1
2
4
1
1
1
8
3
6
2
3
2
1
1
8
1
1
4
3
150
2
2
7
1
1
1
4
78
31
2
2
1
3
3
1
11
2
1
6
4
22
1
1
7
1
1
1
1
1
4
1
1
3
1
1
3
6
1
1
6
5
1
1
35
2
1
2
1
1
7
13
1
18
4
21
1
1
1
1
1
1
4
1
7
11
5
6
6
7
10
2
1
2
4
5
1
7
2
1
1
9
1
3
1
1
6
1
34
6
1
6
6
8
81
27
1
4
3
3
1
8
21
5
1
6
11
1
1
1
2
5
1
1
1
1
1
5
1
3
17
46
2
2
9
2
1
3
1
1
4
14
1
9
23
1
1
2
1
5
1
5
1
4
5
5
1
1
1
4
6
3
1
1
2
1
1
12
2
10
12
1
3
4
1
1
2
1
5
1
1
12
1
8
20
1
1
1
1
12
6
2
9
2
6
1
6
1
18
2
8
1
7
5
7
1
1
2
1
1
1
31
4
3
4
1
13
3
1
1
34
4
22
2
11
6
35
5
2
1
7
542
12
9
3
5
3
2
4
10
1
2
1
2
7
11
5
8
17
1
3
1
1
3
1
1
1
3
3
4
1
4
1
6
2
4
27
1
1
1
2
1
1
1
1
13
3
1
1
1
22
18
14
9
1
3
2
1
1
1
56
3
1
6
15
2
4
2
1
6
3
1
2
1
3
1
2
3
1
13
4
6
1
2
5
1
54
4
3
17
2
3
1
7
2
3
1
2
5
5
1
1
1
2
1
2
1
2
1
3
1
1
2
1
1
2
1
1
2
1
1
10
1
7
11
2
3
1
3
1
7
2
5
16
2
1
14
3
2
1
1
1
6
1
2
1
1
1
4
37
2
1
1
13
1
4
6
4
1
1
3
1
2
1
2
4
2
39
11
1
30
359
4
1
9
11
1
1
5
25
1
1
4
6
1
4
1
13
4
5
6
1
22
3
55
2
2
26
2
1
4
2
5
2
3
6
5
6
4
1
7
28
2
1
3
14
4
8
3
1
5
3
1
1
1
3
2
3
30
5
1
15
3
1
5
2
1
7
1
4
1
1
4
1
2
12
1
30
82
10
4
1
1
4
3
1
2
2
10
1
33
2
2
1
1
1
26
4
6
1
2
1
19
1
7
1
1
1
9
17
4
3
1
1
2
1
1
2
1
3
1
6
1
2
5
2
1
2
8
15
9
1
1
7
2
8
1
2
8
1
2
1
1
18
1
1
3
2
2
2
4
2
4
1
2
1
3
1
1
1
1
1
4
23
25
3
3
1
1
5
10
1
22
1
6
23
2
1
30
4
2
1
9
2
5
1
4
1
2
2
3
2
1
2
1
1
22
2
1
3
1
2
3
1
4
3
24
5
1
70
2
12
3
2
2
2
5
3
1
1
2
2
12
31
1
2
1
1
1
2
5
8
1
2
1
11
1
10
1
10
1
2
2
1
2
6
4
1
5
1
1
1
6
10
1
1
9
4
1
2
1
3
12
1
1
1
1
5
1
2
2
2
2
1
1
3
3
2
1
19
1
222
1
2
9
44
1
5
